year,region,latitude,longitude,population,values_year,1_against_people_indicator,2_against_freedom_indicator,3_sexual_freedom_indicator,4_family_relationships_indicator,5_property_crimes_indicator,6_collective_security_indicator,7_forgeries_indicator,8_public_administration_indicator,9_justice_administration_indicator,Values_year_PCA
2013,1,41.6488,-0.8891,1347150.0,909,0,1,0,0,0,0,0,0,0,-0.4304243250890253
2013,2,43.3619,-5.8494,1068165.0,513,0,1,0,0,0,0,0,0,0,-0.4456583697628934
2013,3,39.5712,2.6466,1111674.0,1327,0,1,0,0,0,0,0,0,0,-0.4102971235578618
2013,5,28.2916,-16.6291,2118679.0,2103,0,1,0,0,0,0,0,0,0,-0.3865219376796873
2013,4,43.1828,-3.9878,591888.0,331,0,1,0,0,0,0,0,0,0,-0.4534951998424663
2013,7,41.6523,-4.7245,2519875.0,1221,0,1,0,0,0,0,0,0,0,-0.4198141662850286
2013,6,39.8628,-4.0273,2100998.0,1343,0,1,0,0,0,0,0,0,0,-0.4198115504412875
2013,8,41.3851,2.1734,7553650.0,10144,0,1,0,0,0,0,0,0,0,-0.054712232513708055
2013,11,39.4699,-0.3763,5113815.0,4454,0,1,0,0,0,0,0,0,0,-0.28917722209691393
2013,12,39.4765,-6.3722,1104004.0,663,0,1,0,0,0,0,0,0,0,-0.44368796413353323
2013,13,42.5751,-8.1339,2765940.0,1667,0,1,0,0,0,0,0,0,0,-0.3996564432067175
2013,14,40.4168,-3.7038,6495551.0,3797,0,1,0,0,0,0,0,0,0,-0.31723424073820644
2013,15,37.9922,-1.1307,1472049.0,1128,0,1,0,0,0,0,0,0,0,-0.4209791494701486
2013,16,42.6954,-1.6761,644477.0,748,0,1,0,0,0,0,0,0,0,-0.43753853376825425
2013,17,43.263,-2.9349,2191682.0,4680,0,1,0,0,0,0,0,0,0,-0.2928025973845689
2013,18,42.2871,-2.5396,322027.0,165,0,1,0,0,0,0,0,0,0,-0.4612211167593114
2013,9,35.8894,-5.3198,84180.0,143,0,1,0,0,0,0,0,0,0,-0.45944441240742034
2013,10,35.293,-2.9387,83679.0,89,0,1,0,0,0,0,0,0,0,-0.4638822625109057
2019,0,37.3873,-5.9869,8414240.0,2510,0,0,1,0,0,0,0,0,0,-0.387772672735465
2019,1,41.6488,-0.8891,1319291.0,330,0,0,1,0,0,0,0,0,0,-0.4561924253330051
2019,2,43.3619,-5.8494,1022800.0,193,0,0,1,0,0,0,0,0,0,-0.46142088881647175
2019,3,39.5712,2.6466,1149460.0,743,0,0,1,0,0,0,0,0,0,-0.44802585622425317
2019,5,28.2916,-16.6291,2153389.0,907,0,0,1,0,0,0,0,0,0,-0.4433758873991583
2019,4,43.1828,-3.9878,581078.0,107,0,0,1,0,0,0,0,0,0,-0.46455061052319424
2019,7,41.6523,-4.7245,2399548.0,507,0,0,1,0,0,0,0,0,0,-0.4537540516518016
2019,6,39.8628,-4.0273,2032863.0,520,0,0,1,0,0,0,0,0,0,-0.45232289745782356
2019,8,41.3851,2.1734,7675217.0,3034,0,0,1,0,0,0,0,0,0,-0.37730856728608575
2019,11,39.4699,-0.3763,5003769.0,1749,0,0,1,0,0,0,0,0,0,-0.41305354117013054
2019,12,39.4765,-6.3722,1067710.0,214,0,0,1,0,0,0,0,0,0,-0.46116580846483185
2019,13,42.5751,-8.1339,2699499.0,634,0,0,1,0,0,0,0,0,0,-0.4494945939620564
2019,14,40.4168,-3.7038,6663394.0,2215,0,0,1,0,0,0,0,0,0,-0.3993000218856927
2019,15,37.9922,-1.1307,1493898.0,535,0,0,1,0,0,0,0,0,0,-0.45181565344658997
2019,16,42.6954,-1.6761,654214.0,232,0,0,1,0,0,0,0,0,0,-0.45856286968392634
2019,17,43.263,-2.9349,2207776.0,668,0,0,1,0,0,0,0,0,0,-0.4478817971215652
2019,18,42.2871,-2.5396,316798.0,92,0,0,1,0,0,0,0,0,0,-0.46569399375864157
2019,9,35.8894,-5.3198,84777.0,23,0,0,1,0,0,0,0,0,0,-0.46636210344884116
2019,10,35.293,-2.9387,86487.0,33,0,0,1,0,0,0,0,0,0,-0.4664562958399385
2018,0,37.3873,-5.9869,8384408.0,2339,0,0,1,0,0,0,0,0,0,-0.39597144206562906
2018,1,41.6488,-0.8891,1308728.0,346,0,0,1,0,0,0,0,0,0,-0.4574112361894028
2018,2,43.3619,-5.8494,1028244.0,207,0,0,1,0,0,0,0,0,0,-0.4621970584652413
2018,3,39.5712,2.6466,1128908.0,584,0,0,1,0,0,0,0,0,0,-0.45025000039337515
2018,5,28.2916,-16.6291,2127685.0,750,0,0,1,0,0,0,0,0,0,-0.44651909433891573
2018,4,43.1828,-3.9878,580229.0,102,0,0,1,0,0,0,0,0,0,-0.46496389191634824
2018,7,41.6523,-4.7245,2409164.0,439,0,0,1,0,0,0,0,0,0,-0.4557779916651472
2018,6,39.8628,-4.0273,2026807.0,489,0,0,1,0,0,0,0,0,0,-0.45463806523622013
2018,8,41.3851,2.1734,7600065.0,2598,0,0,1,0,0,0,0,0,0,-0.38588210667491046
2018,11,39.4699,-0.3763,4963703.0,1580,0,0,1,0,0,0,0,0,0,-0.4177237013058817
2018,12,39.4765,-6.3722,1072863.0,209,0,0,1,0,0,0,0,0,0,-0.46174995217994197
2018,13,42.5751,-8.1339,2701743.0,536,0,0,1,0,0,0,0,0,0,-0.4508122423400401
2018,14,40.4168,-3.7038,6578079.0,2014,0,0,1,0,0,0,0,0,0,-0.40699457621344987
2018,15,37.9922,-1.1307,1478509.0,478,0,0,1,0,0,0,0,0,0,-0.45323428610673494
2018,16,42.6954,-1.6761,647554.0,271,0,0,1,0,0,0,0,0,0,-0.4602460615058034
2018,17,43.263,-2.9349,2199088.0,659,0,0,1,0,0,0,0,0,0,-0.4510879461801131
2018,18,42.2871,-2.5396,315675.0,61,0,0,1,0,0,0,0,0,0,-0.4658489720323931
2018,9,35.8894,-5.3198,85144.0,50,0,0,1,0,0,0,0,0,0,-0.46678325697959944
2018,10,35.293,-2.9387,86384.0,27,0,0,1,0,0,0,0,0,0,-0.4664126405899326
2017,0,37.3873,-5.9869,8379820.0,2064,0,0,1,0,0,0,0,0,0,-0.4012650579163495
2017,1,41.6488,-0.8891,1308750.0,274,0,0,1,0,0,0,0,0,0,-0.45801015200181366
2017,2,43.3619,-5.8494,1034960.0,146,0,0,1,0,0,0,0,0,0,-0.4624623335197296
2017,3,39.5712,2.6466,1115999.0,517,0,0,1,0,0,0,0,0,0,-0.45183398608293796
2017,5,28.2916,-16.6291,2108121.0,625,0,0,1,0,0,0,0,0,0,-0.4488152273031217
2017,4,43.1828,-3.9878,580295.0,84,0,0,1,0,0,0,0,0,0,-0.4650944118000614
2017,7,41.6523,-4.7245,2425801.0,368,0,0,1,0,0,0,0,0,0,-0.4569023538013178
2017,6,39.8628,-4.0273,2031479.0,371,0,0,1,0,0,0,0,0,0,-0.4557411420387107
2017,8,41.3851,2.1734,7555830.0,2212,0,0,1,0,0,0,0,0,0,-0.3901820827043199
2017,11,39.4699,-0.3763,4941509.0,1348,0,0,1,0,0,0,0,0,0,-0.4203467414589913
2017,12,39.4765,-6.3722,1079920.0,153,0,0,1,0,0,0,0,0,0,-0.46187359442071796
2017,13,42.5751,-8.1339,2708339.0,459,0,0,1,0,0,0,0,0,0,-0.45185619391830434
2017,14,40.4168,-3.7038,6507184.0,1776,0,0,1,0,0,0,0,0,0,-0.41183245745109714
2017,15,37.9922,-1.1307,1470273.0,391,0,0,1,0,0,0,0,0,0,-0.4534173236245767
2017,16,42.6954,-1.6761,643234.0,232,0,0,1,0,0,0,0,0,0,-0.46117884785794977
2017,17,43.263,-2.9349,2194158.0,500,0,0,1,0,0,0,0,0,0,-0.45249262121998957
2017,18,42.2871,-2.5396,315381.0,57,0,0,1,0,0,0,0,0,0,-0.46606626654099625
2017,9,35.8894,-5.3198,84959.0,25,0,0,1,0,0,0,0,0,0,-0.4669740226226967
2017,10,35.293,-2.9387,86120.0,29,0,0,1,0,0,0,0,0,0,-0.46638593168040493
2016,0,37.3873,-5.9869,8388107.0,1837,0,0,1,0,0,0,0,0,0,-0.4040084909423818
2016,1,41.6488,-0.8891,1308563.0,287,0,0,1,0,0,0,0,0,0,-0.4587215208310976
2016,2,43.3619,-5.8494,1042608.0,146,0,0,1,0,0,0,0,0,0,-0.4628085635475216
2016,3,39.5712,2.6466,1107220.0,442,0,0,1,0,0,0,0,0,0,-0.4523020536455465
2016,5,28.2916,-16.6291,2101924.0,530,0,0,1,0,0,0,0,0,0,-0.4496074250828099
2016,4,43.1828,-3.9878,582206.0,69,0,0,1,0,0,0,0,0,0,-0.46527019357988125
2016,7,41.6523,-4.7245,2447519.0,289,0,0,1,0,0,0,0,0,0,-0.45754941217900363
2016,6,39.8628,-4.0273,2041631.0,348,0,0,1,0,0,0,0,0,0,-0.4562510824181465
2016,8,41.3851,2.1734,7522596.0,2249,0,0,1,0,0,0,0,0,0,-0.3978977508004413
2016,11,39.4699,-0.3763,4959968.0,1343,0,0,1,0,0,0,0,0,0,-0.4234474454234469
2016,12,39.4765,-6.3722,1087778.0,157,0,0,1,0,0,0,0,0,0,-0.46200292603323667
2016,13,42.5751,-8.1339,2718525.0,434,0,0,1,0,0,0,0,0,0,-0.4530580044834668
2016,14,40.4168,-3.7038,6466996.0,1551,0,0,1,0,0,0,0,0,0,-0.4147955117991256
2016,15,37.9922,-1.1307,1464847.0,379,0,0,1,0,0,0,0,0,0,-0.45456892535316706
2016,16,42.6954,-1.6761,640647.0,219,0,0,1,0,0,0,0,0,0,-0.462461307267925
2016,17,43.263,-2.9349,2189534.0,394,0,0,1,0,0,0,0,0,0,-0.4524544753065004
2016,18,42.2871,-2.5396,315794.0,48,0,0,1,0,0,0,0,0,0,-0.46620716118037575
2016,9,35.8894,-5.3198,84519.0,39,0,0,1,0,0,0,0,0,0,-0.46727279422083273
2016,10,35.293,-2.9387,86026.0,51,0,0,1,0,0,0,0,0,0,-0.4665561098491506
2015,0,37.3873,-5.9869,8399043.0,1701,0,0,1,0,0,0,0,0,0,-0.40490149295141376
2015,1,41.6488,-0.8891,1317847.0,251,0,0,1,0,0,0,0,0,0,-0.4591824226732973
2015,2,43.3619,-5.8494,1051229.0,147,0,0,1,0,0,0,0,0,0,-0.4627910188145021
2015,3,39.5712,2.6466,1104479.0,411,0,0,1,0,0,0,0,0,0,-0.4526581542846337
2015,5,28.2916,-16.6291,2100306.0,506,0,0,1,0,0,0,0,0,0,-0.44937910337848935
2015,4,43.1828,-3.9878,585179.0,70,0,0,1,0,0,0,0,0,0,-0.46555164077763705
2015,7,41.6523,-4.7245,2472052.0,282,0,0,1,0,0,0,0,0,0,-0.45721839581389373
2015,6,39.8628,-4.0273,2059191.0,309,0,0,1,0,0,0,0,0,0,-0.45689718655459993
2015,8,41.3851,2.1734,7508106.0,1928,0,0,1,0,0,0,0,0,0,-0.40169604610589094
2015,11,39.4699,-0.3763,4980689.0,1216,0,0,1,0,0,0,0,0,0,-0.42399644567778244
2015,12,39.4765,-6.3722,1092997.0,164,0,0,1,0,0,0,0,0,0,-0.462387337979804
2015,13,42.5751,-8.1339,2732347.0,434,0,0,1,0,0,0,0,0,0,-0.45404397459831997
2015,14,40.4168,-3.7038,6436996.0,1415,0,0,1,0,0,0,0,0,0,-0.41614604887904144
2015,15,37.9922,-1.1307,1467288.0,368,0,0,1,0,0,0,0,0,0,-0.4556365569024976
2015,16,42.6954,-1.6761,640476.0,139,0,0,1,0,0,0,0,0,0,-0.46281886628381996
2015,17,43.263,-2.9349,2189257.0,411,0,0,1,0,0,0,0,0,0,-0.45296456398161644
2015,18,42.2871,-2.5396,317053.0,49,0,0,1,0,0,0,0,0,0,-0.46623574254949085
2015,9,35.8894,-5.3198,84263.0,17,0,0,1,0,0,0,0,0,0,-0.4672986929454553
2015,10,35.293,-2.9387,85584.0,30,0,0,1,0,0,0,0,0,0,-0.466604756550001
2014,0,37.3873,-5.9869,8402305.0,1653,0,0,1,0,0,0,0,0,0,-0.4039976575407828
2014,1,41.6488,-0.8891,1325385.0,227,0,0,1,0,0,0,0,0,0,-0.45862865648419043
2014,2,43.3619,-5.8494,1061756.0,125,0,0,1,0,0,0,0,0,0,-0.46278572553608927
2014,3,39.5712,2.6466,1103442.0,394,0,0,1,0,0,0,0,0,0,-0.45234399848174167
2014,5,28.2916,-16.6291,2104815.0,446,0,0,1,0,0,0,0,0,0,-0.4483099774910433
2014,4,43.1828,-3.9878,588656.0,74,0,0,1,0,0,0,0,0,0,-0.46547024943997745
2014,7,41.6523,-4.7245,2494790.0,281,0,0,1,0,0,0,0,0,0,-0.45725209463916144
2014,6,39.8628,-4.0273,2078611.0,285,0,0,1,0,0,0,0,0,0,-0.4563711915584986
2014,8,41.3851,2.1734,7518903.0,1877,0,0,1,0,0,0,0,0,0,-0.4019552280551334
2014,11,39.4699,-0.3763,5004844.0,1143,0,0,1,0,0,0,0,0,0,-0.4227141979898057
2014,12,39.4765,-6.3722,1099632.0,143,0,0,1,0,0,0,0,0,0,-0.4619467132529076
2014,13,42.5751,-8.1339,2748695.0,377,0,0,1,0,0,0,0,0,0,-0.4537849110142123
2014,14,40.4168,-3.7038,6454440.0,1401,0,0,1,0,0,0,0,0,0,-0.41564070478360987
2014,15,37.9922,-1.1307,1466818.0,377,0,0,1,0,0,0,0,0,0,-0.4564341379342335
2014,16,42.6954,-1.6761,640790.0,160,0,0,1,0,0,0,0,0,0,-0.4634267842269624
2014,17,43.263,-2.9349,2188985.0,391,0,0,1,0,0,0,0,0,0,-0.4524126162309741
2014,18,42.2871,-2.5396,319002.0,40,0,0,1,0,0,0,0,0,0,-0.46595611379019947
2014,9,35.8894,-5.3198,84963.0,10,0,0,1,0,0,0,0,0,0,-0.4672592687167716
2014,10,35.293,-2.9387,84509.0,31,0,0,1,0,0,0,0,0,0,-0.4665676188724799
2013,0,37.3873,-5.9869,8440300.0,1624,0,0,1,0,0,0,0,0,0,-0.40215295184803734
2013,1,41.6488,-0.8891,1347150.0,232,0,0,1,0,0,0,0,0,0,-0.45763426979874444
2013,2,43.3619,-5.8494,1068165.0,119,0,0,1,0,0,0,0,0,0,-0.4623528289344484
2013,3,39.5712,2.6466,1111674.0,406,0,0,1,0,0,0,0,0,0,-0.4520893322128815
2013,5,28.2916,-16.6291,2118679.0,469,0,0,1,0,0,0,0,0,0,-0.44666192488179207
2013,4,43.1828,-3.9878,591888.0,55,0,0,1,0,0,0,0,0,0,-0.4648197342205886
2013,7,41.6523,-4.7245,2519875.0,238,0,0,1,0,0,0,0,0,0,-0.45651822992342656
2013,6,39.8628,-4.0273,2100998.0,309,0,0,1,0,0,0,0,0,0,-0.4563950197548796
2013,8,41.3851,2.1734,7553650.0,1647,0,0,1,0,0,0,0,0,0,-0.39965515631606463
2013,11,39.4699,-0.3763,5113815.0,1102,0,0,1,0,0,0,0,0,0,-0.4201357175989385
2013,12,39.4765,-6.3722,1104004.0,147,0,0,1,0,0,0,0,0,0,-0.46178844017443416
2013,13,42.5751,-8.1339,2765940.0,340,0,0,1,0,0,0,0,0,0,-0.453150842265466
2013,14,40.4168,-3.7038,6495551.0,1320,0,0,1,0,0,0,0,0,0,-0.41537223344710567
2013,15,37.9922,-1.1307,1472049.0,288,0,0,1,0,0,0,0,0,0,-0.45642774639344375
2013,16,42.6954,-1.6761,644477.0,119,0,0,1,0,0,0,0,0,0,-0.4632895444627575
2013,17,43.263,-2.9349,2191682.0,397,0,0,1,0,0,0,0,0,0,-0.4521522605903711
2013,18,42.2871,-2.5396,322027.0,37,0,0,1,0,0,0,0,0,0,-0.46579800276629846
2013,9,35.8894,-5.3198,84180.0,16,0,0,1,0,0,0,0,0,0,-0.467234738316161
2013,10,35.293,-2.9387,83679.0,38,0,0,1,0,0,0,0,0,0,-0.46656920324579987
2019,0,37.3873,-5.9869,8414240.0,1503,0,0,0,1,0,0,0,0,0,-0.408643799986957
2019,1,41.6488,-0.8891,1319291.0,161,0,0,0,1,0,0,0,0,0,-0.46150187977747
2019,2,43.3619,-5.8494,1022800.0,99,0,0,0,1,0,0,0,0,0,-0.4636319935748844
2019,3,39.5712,2.6466,1149460.0,188,0,0,0,1,0,0,0,0,0,-0.4606529248284424
2019,5,28.2916,-16.6291,2153389.0,639,0,0,0,1,0,0,0,0,0,-0.43676418337889084
2019,4,43.1828,-3.9878,581078.0,41,0,0,0,1,0,0,0,0,0,-0.46620748525433775
2019,7,41.6523,-4.7245,2399548.0,196,0,0,0,1,0,0,0,0,0,-0.4600191801536582
2019,6,39.8628,-4.0273,2032863.0,326,0,0,0,1,0,0,0,0,0,-0.4554080911506455
2019,8,41.3851,2.1734,7675217.0,1134,0,0,0,1,0,0,0,0,0,-0.41718551828149186
2019,11,39.4699,-0.3763,5003769.0,858,0,0,0,1,0,0,0,0,0,-0.4337407255002373
2019,12,39.4765,-6.3722,1067710.0,224,0,0,0,1,0,0,0,0,0,-0.4597223710327228
2019,13,42.5751,-8.1339,2699499.0,171,0,0,0,1,0,0,0,0,0,-0.4594225329029605
2019,14,40.4168,-3.7038,6663394.0,822,0,0,0,1,0,0,0,0,0,-0.43503301531205113
2019,15,37.9922,-1.1307,1493898.0,552,0,0,0,1,0,0,0,0,0,-0.44611580531421624
2019,16,42.6954,-1.6761,654214.0,74,0,0,0,1,0,0,0,0,0,-0.46454398066031555
2019,17,43.263,-2.9349,2207776.0,139,0,0,0,1,0,0,0,0,0,-0.4604633877627483
2019,18,42.2871,-2.5396,316798.0,31,0,0,0,1,0,0,0,0,0,-0.46701602146242327
2019,9,35.8894,-5.3198,84777.0,31,0,0,0,1,0,0,0,0,0,-0.4665573881555494
2019,10,35.293,-2.9387,86487.0,25,0,0,0,1,0,0,0,0,0,-0.46682392350939583
2018,0,37.3873,-5.9869,8384408.0,1529,0,0,0,1,0,0,0,0,0,-0.4072264911140578
2018,1,41.6488,-0.8891,1308728.0,177,0,0,0,1,0,0,0,0,0,-0.4617354724522399
2018,2,43.3619,-5.8494,1028244.0,104,0,0,0,1,0,0,0,0,0,-0.46306187520728365
2018,3,39.5712,2.6466,1128908.0,168,0,0,0,1,0,0,0,0,0,-0.4598075209956753
2018,5,28.2916,-16.6291,2127685.0,754,0,0,0,1,0,0,0,0,0,-0.4335038072340759
2018,4,43.1828,-3.9878,580229.0,43,0,0,0,1,0,0,0,0,0,-0.46610758122751234
2018,7,41.6523,-4.7245,2409164.0,180,0,0,0,1,0,0,0,0,0,-0.45911363863013943
2018,6,39.8628,-4.0273,2026807.0,298,0,0,0,1,0,0,0,0,0,-0.4546765309667271
2018,8,41.3851,2.1734,7600065.0,1216,0,0,0,1,0,0,0,0,0,-0.40706879604350665
2018,11,39.4699,-0.3763,4963703.0,890,0,0,0,1,0,0,0,0,0,-0.43250407755881276
2018,12,39.4765,-6.3722,1072863.0,209,0,0,0,1,0,0,0,0,0,-0.459444308657302
2018,13,42.5751,-8.1339,2701743.0,190,0,0,0,1,0,0,0,0,0,-0.4581947696184397
2018,14,40.4168,-3.7038,6578079.0,862,0,0,0,1,0,0,0,0,0,-0.4304014477770347
2018,15,37.9922,-1.1307,1478509.0,588,0,0,0,1,0,0,0,0,0,-0.44621768555954294
2018,16,42.6954,-1.6761,647554.0,73,0,0,0,1,0,0,0,0,0,-0.46391958024124447
2018,17,43.263,-2.9349,2199088.0,205,0,0,0,1,0,0,0,0,0,-0.45924352409843366
2018,18,42.2871,-2.5396,315675.0,20,0,0,0,1,0,0,0,0,0,-0.4668388533515506
2018,9,35.8894,-5.3198,85144.0,28,0,0,0,1,0,0,0,0,0,-0.4663768712364235
2018,10,35.293,-2.9387,86384.0,22,0,0,0,1,0,0,0,0,0,-0.4666583724465065
2017,0,37.3873,-5.9869,8379820.0,1561,0,0,0,1,0,0,0,0,0,-0.4062992860738175
2017,1,41.6488,-0.8891,1308750.0,161,0,0,0,1,0,0,0,0,0,-0.4611167433802793
2017,2,43.3619,-5.8494,1034960.0,117,0,0,0,1,0,0,0,0,0,-0.4628021137198692
2017,3,39.5712,2.6466,1115999.0,180,0,0,0,1,0,0,0,0,0,-0.458844906733948
2017,5,28.2916,-16.6291,2108121.0,833,0,0,0,1,0,0,0,0,0,-0.4294163100934808
2017,4,43.1828,-3.9878,580295.0,46,0,0,0,1,0,0,0,0,0,-0.46587931781885017
2017,7,41.6523,-4.7245,2425801.0,226,0,0,0,1,0,0,0,0,0,-0.4585527247012776
2017,6,39.8628,-4.0273,2031479.0,335,0,0,0,1,0,0,0,0,0,-0.4540775611507849
2017,8,41.3851,2.1734,7555830.0,1320,0,0,0,1,0,0,0,0,0,-0.39458702442785176
2017,11,39.4699,-0.3763,4941509.0,889,0,0,0,1,0,0,0,0,0,-0.4303699624955026
2017,12,39.4765,-6.3722,1079920.0,216,0,0,0,1,0,0,0,0,0,-0.4589861254472896
2017,13,42.5751,-8.1339,2708339.0,224,0,0,0,1,0,0,0,0,0,-0.45724368236949126
2017,14,40.4168,-3.7038,6507184.0,804,0,0,0,1,0,0,0,0,0,-0.42477228262435757
2017,15,37.9922,-1.1307,1470273.0,570,0,0,0,1,0,0,0,0,0,-0.4461790714981732
2017,16,42.6954,-1.6761,643234.0,94,0,0,0,1,0,0,0,0,0,-0.463875366852132
2017,17,43.263,-2.9349,2194158.0,188,0,0,0,1,0,0,0,0,0,-0.45685292434539
2017,18,42.2871,-2.5396,315381.0,23,0,0,0,1,0,0,0,0,0,-0.4666720779857938
2017,9,35.8894,-5.3198,84959.0,28,0,0,0,1,0,0,0,0,0,-0.4660061288238575
2017,10,35.293,-2.9387,86120.0,31,0,0,0,1,0,0,0,0,0,-0.46661983042209604
2016,0,37.3873,-5.9869,8388107.0,1527,0,0,0,1,0,0,0,0,0,-0.4058637333837963
2016,1,41.6488,-0.8891,1308563.0,155,0,0,0,1,0,0,0,0,0,-0.4609392914488794
2016,2,43.3619,-5.8494,1042608.0,106,0,0,0,1,0,0,0,0,0,-0.4623120903852842
2016,3,39.5712,2.6466,1107220.0,212,0,0,0,1,0,0,0,0,0,-0.45804976999822883
2016,5,28.2916,-16.6291,2101924.0,837,0,0,0,1,0,0,0,0,0,-0.42579288267680565
2016,4,43.1828,-3.9878,582206.0,37,0,0,0,1,0,0,0,0,0,-0.46565730617798184
2016,7,41.6523,-4.7245,2447519.0,203,0,0,0,1,0,0,0,0,0,-0.45753563034581274
2016,6,39.8628,-4.0273,2041631.0,336,0,0,0,1,0,0,0,0,0,-0.45335774402895324
2016,8,41.3851,2.1734,7522596.0,1417,0,0,0,1,0,0,0,0,0,-0.38245228285153116
2016,11,39.4699,-0.3763,4959968.0,880,0,0,0,1,0,0,0,0,0,-0.4292229689304425
2016,12,39.4765,-6.3722,1087778.0,207,0,0,0,1,0,0,0,0,0,-0.458417991812079
2016,13,42.5751,-8.1339,2718525.0,242,0,0,0,1,0,0,0,0,0,-0.45730405841751465
2016,14,40.4168,-3.7038,6466996.0,893,0,0,0,1,0,0,0,0,0,-0.42038666123899626
2016,15,37.9922,-1.1307,1464847.0,535,0,0,0,1,0,0,0,0,0,-0.446698711011545
2016,16,42.6954,-1.6761,640647.0,89,0,0,0,1,0,0,0,0,0,-0.46349241326478113
2016,17,43.263,-2.9349,2189534.0,181,0,0,0,1,0,0,0,0,0,-0.4527930586775787
2016,18,42.2871,-2.5396,315794.0,20,0,0,0,1,0,0,0,0,0,-0.4665158574197253
2016,9,35.8894,-5.3198,84519.0,43,0,0,0,1,0,0,0,0,0,-0.46585118655539204
2016,10,35.293,-2.9387,86026.0,25,0,0,0,1,0,0,0,0,0,-0.46665511366466195
2015,0,37.3873,-5.9869,8399043.0,1641,0,0,0,1,0,0,0,0,0,-0.4052511935534139
2015,1,41.6488,-0.8891,1317847.0,159,0,0,0,1,0,0,0,0,0,-0.4610735065139758
2015,2,43.3619,-5.8494,1051229.0,149,0,0,0,1,0,0,0,0,0,-0.46217483261403836
2015,3,39.5712,2.6466,1104479.0,234,0,0,0,1,0,0,0,0,0,-0.45773583450158906
2015,5,28.2916,-16.6291,2100306.0,1010,0,0,0,1,0,0,0,0,0,-0.4256842551387507
2015,4,43.1828,-3.9878,585179.0,51,0,0,0,1,0,0,0,0,0,-0.46579497804959863
2015,7,41.6523,-4.7245,2472052.0,251,0,0,0,1,0,0,0,0,0,-0.4570342600160838
2015,6,39.8628,-4.0273,2059191.0,355,0,0,0,1,0,0,0,0,0,-0.45353727497609636
2015,8,41.3851,2.1734,7508106.0,2012,0,0,0,1,0,0,0,0,0,-0.37724817831770296
2015,11,39.4699,-0.3763,4980689.0,988,0,0,0,1,0,0,0,0,0,-0.4288449125457659
2015,12,39.4765,-6.3722,1092997.0,231,0,0,0,1,0,0,0,0,0,-0.4581972404793642
2015,13,42.5751,-8.1339,2732347.0,286,0,0,0,1,0,0,0,0,0,-0.45794727763665105
2015,14,40.4168,-3.7038,6436996.0,1228,0,0,0,1,0,0,0,0,0,-0.41944941931992225
2015,15,37.9922,-1.1307,1467288.0,581,0,0,0,1,0,0,0,0,0,-0.44684617297879176
2015,16,42.6954,-1.6761,640476.0,122,0,0,0,1,0,0,0,0,0,-0.46393698092673236
2015,17,43.263,-2.9349,2189257.0,302,0,0,0,1,0,0,0,0,0,-0.45106168303134125
2015,18,42.2871,-2.5396,317053.0,34,0,0,0,1,0,0,0,0,0,-0.4666173638357071
2015,9,35.8894,-5.3198,84263.0,42,0,0,0,1,0,0,0,0,0,-0.46544274832619825
2015,10,35.293,-2.9387,85584.0,35,0,0,0,1,0,0,0,0,0,-0.466835216483417
2014,0,37.3873,-5.9869,8402305.0,1633,0,0,0,1,0,0,0,0,0,-0.40717603871918884
2014,1,41.6488,-0.8891,1325385.0,210,0,0,0,1,0,0,0,0,0,-0.46198796018579585
2014,2,43.3619,-5.8494,1061756.0,137,0,0,0,1,0,0,0,0,0,-0.46187827553890143
2014,3,39.5712,2.6466,1103442.0,255,0,0,0,1,0,0,0,0,0,-0.45827776761099587
2014,5,28.2916,-16.6291,2104815.0,1153,0,0,0,1,0,0,0,0,0,-0.42867679539451803
2014,4,43.1828,-3.9878,588656.0,64,0,0,0,1,0,0,0,0,0,-0.46597814159913525
2014,7,41.6523,-4.7245,2494790.0,270,0,0,0,1,0,0,0,0,0,-0.45730708314301016
2014,6,39.8628,-4.0273,2078611.0,382,0,0,0,1,0,0,0,0,0,-0.45532926924939043
2014,8,41.3851,2.1734,7518903.0,2294,0,0,0,1,0,0,0,0,0,-0.3798333278895984
2014,11,39.4699,-0.3763,5004844.0,1056,0,0,0,1,0,0,0,0,0,-0.43031259224824
2014,12,39.4765,-6.3722,1099632.0,252,0,0,0,1,0,0,0,0,0,-0.4593740567793668
2014,13,42.5751,-8.1339,2748695.0,298,0,0,0,1,0,0,0,0,0,-0.45959612243256215
2014,14,40.4168,-3.7038,6454440.0,1241,0,0,0,1,0,0,0,0,0,-0.4202827284900603
2014,15,37.9922,-1.1307,1466818.0,573,0,0,0,1,0,0,0,0,0,-0.44771070586512424
2014,16,42.6954,-1.6761,640790.0,97,0,0,0,1,0,0,0,0,0,-0.46383698689108954
2014,17,43.263,-2.9349,2188985.0,375,0,0,0,1,0,0,0,0,0,-0.45097777967921976
2014,18,42.2871,-2.5396,319002.0,36,0,0,0,1,0,0,0,0,0,-0.4668474996863654
2014,9,35.8894,-5.3198,84963.0,57,0,0,0,1,0,0,0,0,0,-0.4656664566307807
2014,10,35.293,-2.9387,84509.0,34,0,0,0,1,0,0,0,0,0,-0.4669274104008234
2013,0,37.3873,-5.9869,8440300.0,1559,0,0,0,1,0,0,0,0,0,-0.4091344663563977
2013,1,41.6488,-0.8891,1347150.0,168,0,0,0,1,0,0,0,0,0,-0.462349840214239
2013,2,43.3619,-5.8494,1068165.0,144,0,0,0,1,0,0,0,0,0,-0.46221503529687674
