year,region,Latitude,Longitude,population,values_year,1_against_people_indicator,2_against_freedom_indicator,3_sexual_freedom_indicator,4_family_relationships_indicator,5_property_crimes_indicator,6_collective_security_indicator,7_forgeries_indicator,8_public_administration_indicator,9_justice_administration_indicator,values_year_minus_1,values_year_minus_2,values_year_minus_3
2014,8,41.3851,2.1734,7.518.903,10222,0,1,0,0,0,0,0,0,0,10144.0,10819.0,10904.0
2014,11,39.4699,-0.3763,5.004.844,4413,0,1,0,0,0,0,0,0,0,4454.0,4640.0,4863.0
2014,12,39.4765,-6.3722,1.099.632,706,0,1,0,0,0,0,0,0,0,663.0,629.0,683.0
2014,13,42.5751,-8.1339,2.748.695,1761,0,1,0,0,0,0,0,0,0,1667.0,1761.0,1807.0
2014,14,40.4168,-3.7038,6.454.440,3784,0,1,0,0,0,0,0,0,0,3797.0,3846.0,4105.0
2014,15,37.9922,-1.1307,1.466.818,1169,0,1,0,0,0,0,0,0,0,1128.0,1191.0,1294.0
2014,16,42.6954,-1.6761,640.790,523,0,1,0,0,0,0,0,0,0,748.0,974.0,711.0
2014,17,43.263,-2.9349,2.188.985,4788,0,1,0,0,0,0,0,0,0,4680.0,4713.0,4679.0
2014,18,42.2871,-2.5396,319.002,194,0,1,0,0,0,0,0,0,0,165.0,195.0,150.0
2014,9,35.8894,-5.3198,84.963,109,0,1,0,0,0,0,0,0,0,143.0,175.0,203.0
2014,10,35.293,-2.9387,84.509,82,0,1,0,0,0,0,0,0,0,89.0,87.0,95.0
2013,0,37.3873,-5.9869,8.440.300,7773,0,1,0,0,0,0,0,0,0,7671.0,7145.0,6570.0
2013,1,41.6488,-0.8891,1.347.150,909,0,1,0,0,0,0,0,0,0,914.0,1038.0,966.0
2013,2,43.3619,-5.8494,1.068.165,513,0,1,0,0,0,0,0,0,0,539.0,532.0,660.0
2013,3,39.5712,2.6466,1.111.674,1327,0,1,0,0,0,0,0,0,0,1384.0,1590.0,1515.0
2013,5,28.2916,-16.6291,2.118.679,2103,0,1,0,0,0,0,0,0,0,1983.0,2228.0,2133.0
2013,4,43.1828,-3.9878,591.888,331,0,1,0,0,0,0,0,0,0,359.0,384.0,375.0
2013,7,41.6523,-4.7245,2.519.875,1221,0,1,0,0,0,0,0,0,0,1220.0,1266.0,1260.0
2013,6,39.8628,-4.0273,2.100.998,1343,0,1,0,0,0,0,0,0,0,1286.0,1358.0,1099.0
2013,8,41.3851,2.1734,7.553.650,10144,0,1,0,0,0,0,0,0,0,10819.0,10904.0,10503.0
2013,11,39.4699,-0.3763,5.113.815,4454,0,1,0,0,0,0,0,0,0,4640.0,4863.0,4431.0
2013,12,39.4765,-6.3722,1.104.004,663,0,1,0,0,0,0,0,0,0,629.0,683.0,570.0
2013,13,42.5751,-8.1339,2.765.940,1667,0,1,0,0,0,0,0,0,0,1761.0,1807.0,1750.0
2013,14,40.4168,-3.7038,6.495.551,3797,0,1,0,0,0,0,0,0,0,3846.0,4105.0,3796.0
2013,15,37.9922,-1.1307,1.472.049,1128,0,1,0,0,0,0,0,0,0,1191.0,1294.0,1169.0
2013,16,42.6954,-1.6761,644.477,748,0,1,0,0,0,0,0,0,0,974.0,711.0,675.0
2013,17,43.263,-2.9349,2.191.682,4680,0,1,0,0,0,0,0,0,0,4713.0,4679.0,4257.0
2013,18,42.2871,-2.5396,322.027,165,0,1,0,0,0,0,0,0,0,195.0,150.0,170.0
2013,9,35.8894,-5.3198,84.180,143,0,1,0,0,0,0,0,0,0,175.0,203.0,277.0
2013,10,35.293,-2.9387,83.679,89,0,1,0,0,0,0,0,0,0,87.0,95.0,126.0
2019,0,37.3873,-5.9869,8.414.240,2510,0,0,1,0,0,0,0,0,0,2339.0,2064.0,1837.0
2019,1,41.6488,-0.8891,1.319.291,330,0,0,1,0,0,0,0,0,0,346.0,274.0,287.0
2019,2,43.3619,-5.8494,1.022.800,193,0,0,1,0,0,0,0,0,0,207.0,146.0,146.0
2019,3,39.5712,2.6466,1.149.460,743,0,0,1,0,0,0,0,0,0,584.0,517.0,442.0
2019,5,28.2916,-16.6291,2.153.389,907,0,0,1,0,0,0,0,0,0,750.0,625.0,530.0
2019,4,43.1828,-3.9878,581.078,107,0,0,1,0,0,0,0,0,0,102.0,84.0,69.0
2019,7,41.6523,-4.7245,2.399.548,507,0,0,1,0,0,0,0,0,0,439.0,368.0,289.0
2019,6,39.8628,-4.0273,2.032.863,520,0,0,1,0,0,0,0,0,0,489.0,371.0,348.0
2019,8,41.3851,2.1734,7.675.217,3034,0,0,1,0,0,0,0,0,0,2598.0,2212.0,2249.0
2019,11,39.4699,-0.3763,5.003.769,1749,0,0,1,0,0,0,0,0,0,1580.0,1348.0,1343.0
2019,12,39.4765,-6.3722,1.067.710,214,0,0,1,0,0,0,0,0,0,209.0,153.0,157.0
2019,13,42.5751,-8.1339,2.699.499,634,0,0,1,0,0,0,0,0,0,536.0,459.0,434.0
2019,14,40.4168,-3.7038,6.663.394,2215,0,0,1,0,0,0,0,0,0,2014.0,1776.0,1551.0
2019,15,37.9922,-1.1307,1.493.898,535,0,0,1,0,0,0,0,0,0,478.0,391.0,379.0
2019,16,42.6954,-1.6761,654.214,232,0,0,1,0,0,0,0,0,0,271.0,232.0,219.0
2019,17,43.263,-2.9349,2.207.776,668,0,0,1,0,0,0,0,0,0,659.0,500.0,394.0
2019,18,42.2871,-2.5396,316.798,92,0,0,1,0,0,0,0,0,0,61.0,57.0,48.0
2019,9,35.8894,-5.3198,84.777,23,0,0,1,0,0,0,0,0,0,50.0,25.0,39.0
2019,10,35.293,-2.9387,86.487,33,0,0,1,0,0,0,0,0,0,27.0,29.0,51.0
2018,0,37.3873,-5.9869,8.384.408,2339,0,0,1,0,0,0,0,0,0,2064.0,1837.0,1701.0
2018,1,41.6488,-0.8891,1.308.728,346,0,0,1,0,0,0,0,0,0,274.0,287.0,251.0
2018,2,43.3619,-5.8494,1.028.244,207,0,0,1,0,0,0,0,0,0,146.0,146.0,147.0
2018,3,39.5712,2.6466,1.128.908,584,0,0,1,0,0,0,0,0,0,517.0,442.0,411.0
2018,5,28.2916,-16.6291,2.127.685,750,0,0,1,0,0,0,0,0,0,625.0,530.0,506.0
2018,4,43.1828,-3.9878,580.229,102,0,0,1,0,0,0,0,0,0,84.0,69.0,70.0
2018,7,41.6523,-4.7245,2.409.164,439,0,0,1,0,0,0,0,0,0,368.0,289.0,282.0
2018,6,39.8628,-4.0273,2.026.807,489,0,0,1,0,0,0,0,0,0,371.0,348.0,309.0
2018,8,41.3851,2.1734,7.600.065,2598,0,0,1,0,0,0,0,0,0,2212.0,2249.0,1928.0
2018,11,39.4699,-0.3763,4.963.703,1580,0,0,1,0,0,0,0,0,0,1348.0,1343.0,1216.0
2018,12,39.4765,-6.3722,1.072.863,209,0,0,1,0,0,0,0,0,0,153.0,157.0,164.0
2018,13,42.5751,-8.1339,2.701.743,536,0,0,1,0,0,0,0,0,0,459.0,434.0,434.0
2018,14,40.4168,-3.7038,6.578.079,2014,0,0,1,0,0,0,0,0,0,1776.0,1551.0,1415.0
2018,15,37.9922,-1.1307,1.478.509,478,0,0,1,0,0,0,0,0,0,391.0,379.0,368.0
2018,16,42.6954,-1.6761,647.554,271,0,0,1,0,0,0,0,0,0,232.0,219.0,139.0
2018,17,43.263,-2.9349,2.199.088,659,0,0,1,0,0,0,0,0,0,500.0,394.0,411.0
2018,18,42.2871,-2.5396,315.675,61,0,0,1,0,0,0,0,0,0,57.0,48.0,49.0
2018,9,35.8894,-5.3198,85.144,50,0,0,1,0,0,0,0,0,0,25.0,39.0,17.0
2018,10,35.293,-2.9387,86.384,27,0,0,1,0,0,0,0,0,0,29.0,51.0,30.0
2017,0,37.3873,-5.9869,8.379.820,2064,0,0,1,0,0,0,0,0,0,1837.0,1701.0,1653.0
2017,1,41.6488,-0.8891,1.308.750,274,0,0,1,0,0,0,0,0,0,287.0,251.0,227.0
2017,2,43.3619,-5.8494,1.034.960,146,0,0,1,0,0,0,0,0,0,146.0,147.0,125.0
2017,3,39.5712,2.6466,1.115.999,517,0,0,1,0,0,0,0,0,0,442.0,411.0,394.0
2017,5,28.2916,-16.6291,2.108.121,625,0,0,1,0,0,0,0,0,0,530.0,506.0,446.0
2017,4,43.1828,-3.9878,580.295,84,0,0,1,0,0,0,0,0,0,69.0,70.0,74.0
2017,7,41.6523,-4.7245,2.425.801,368,0,0,1,0,0,0,0,0,0,289.0,282.0,281.0
2017,6,39.8628,-4.0273,2.031.479,371,0,0,1,0,0,0,0,0,0,348.0,309.0,285.0
2017,8,41.3851,2.1734,7.555.830,2212,0,0,1,0,0,0,0,0,0,2249.0,1928.0,1877.0
2017,11,39.4699,-0.3763,4.941.509,1348,0,0,1,0,0,0,0,0,0,1343.0,1216.0,1143.0
2017,12,39.4765,-6.3722,1.079.920,153,0,0,1,0,0,0,0,0,0,157.0,164.0,143.0
2017,13,42.5751,-8.1339,2.708.339,459,0,0,1,0,0,0,0,0,0,434.0,434.0,377.0
2017,14,40.4168,-3.7038,6.507.184,1776,0,0,1,0,0,0,0,0,0,1551.0,1415.0,1401.0
2017,15,37.9922,-1.1307,1.470.273,391,0,0,1,0,0,0,0,0,0,379.0,368.0,377.0
2017,16,42.6954,-1.6761,643.234,232,0,0,1,0,0,0,0,0,0,219.0,139.0,160.0
2017,17,43.263,-2.9349,2.194.158,500,0,0,1,0,0,0,0,0,0,394.0,411.0,391.0
2017,18,42.2871,-2.5396,315.381,57,0,0,1,0,0,0,0,0,0,48.0,49.0,40.0
2017,9,35.8894,-5.3198,84.959,25,0,0,1,0,0,0,0,0,0,39.0,17.0,10.0
2017,10,35.293,-2.9387,86.120,29,0,0,1,0,0,0,0,0,0,51.0,30.0,31.0
2016,0,37.3873,-5.9869,8.388.107,1837,0,0,1,0,0,0,0,0,0,1701.0,1653.0,1624.0
2016,1,41.6488,-0.8891,1.308.563,287,0,0,1,0,0,0,0,0,0,251.0,227.0,232.0
2016,2,43.3619,-5.8494,1.042.608,146,0,0,1,0,0,0,0,0,0,147.0,125.0,119.0
2016,3,39.5712,2.6466,1.107.220,442,0,0,1,0,0,0,0,0,0,411.0,394.0,406.0
2016,5,28.2916,-16.6291,2.101.924,530,0,0,1,0,0,0,0,0,0,506.0,446.0,469.0
2016,4,43.1828,-3.9878,582.206,69,0,0,1,0,0,0,0,0,0,70.0,74.0,55.0
2016,7,41.6523,-4.7245,2.447.519,289,0,0,1,0,0,0,0,0,0,282.0,281.0,238.0
2016,6,39.8628,-4.0273,2.041.631,348,0,0,1,0,0,0,0,0,0,309.0,285.0,309.0
2016,8,41.3851,2.1734,7.522.596,2249,0,0,1,0,0,0,0,0,0,1928.0,1877.0,1647.0
2016,11,39.4699,-0.3763,4.959.968,1343,0,0,1,0,0,0,0,0,0,1216.0,1143.0,1102.0
2016,12,39.4765,-6.3722,1.087.778,157,0,0,1,0,0,0,0,0,0,164.0,143.0,147.0
2016,13,42.5751,-8.1339,2.718.525,434,0,0,1,0,0,0,0,0,0,434.0,377.0,340.0
2016,14,40.4168,-3.7038,6.466.996,1551,0,0,1,0,0,0,0,0,0,1415.0,1401.0,1320.0
2016,15,37.9922,-1.1307,1.464.847,379,0,0,1,0,0,0,0,0,0,368.0,377.0,288.0
2016,16,42.6954,-1.6761,640.647,219,0,0,1,0,0,0,0,0,0,139.0,160.0,119.0
2016,17,43.263,-2.9349,2.189.534,394,0,0,1,0,0,0,0,0,0,411.0,391.0,397.0
2016,18,42.2871,-2.5396,315.794,48,0,0,1,0,0,0,0,0,0,49.0,40.0,37.0
2016,9,35.8894,-5.3198,84.519,39,0,0,1,0,0,0,0,0,0,17.0,10.0,16.0
2016,10,35.293,-2.9387,86.026,51,0,0,1,0,0,0,0,0,0,30.0,31.0,38.0
2015,0,37.3873,-5.9869,8.399.043,1701,0,0,1,0,0,0,0,0,0,1653.0,1624.0,1632.0
2015,1,41.6488,-0.8891,1.317.847,251,0,0,1,0,0,0,0,0,0,227.0,232.0,215.0
2015,2,43.3619,-5.8494,1.051.229,147,0,0,1,0,0,0,0,0,0,125.0,119.0,149.0
2015,3,39.5712,2.6466,1.104.479,411,0,0,1,0,0,0,0,0,0,394.0,406.0,383.0
2015,5,28.2916,-16.6291,2.100.306,506,0,0,1,0,0,0,0,0,0,446.0,469.0,525.0
2015,4,43.1828,-3.9878,585.179,70,0,0,1,0,0,0,0,0,0,74.0,55.0,48.0
2015,7,41.6523,-4.7245,2.472.052,282,0,0,1,0,0,0,0,0,0,281.0,238.0,309.0
2015,6,39.8628,-4.0273,2.059.191,309,0,0,1,0,0,0,0,0,0,285.0,309.0,258.0
2015,8,41.3851,2.1734,7.508.106,1928,0,0,1,0,0,0,0,0,0,1877.0,1647.0,1633.0
2015,11,39.4699,-0.3763,4.980.689,1216,0,0,1,0,0,0,0,0,0,1143.0,1102.0,1175.0
2015,12,39.4765,-6.3722,1.092.997,164,0,0,1,0,0,0,0,0,0,143.0,147.0,134.0
2015,13,42.5751,-8.1339,2.732.347,434,0,0,1,0,0,0,0,0,0,377.0,340.0,358.0
2015,14,40.4168,-3.7038,6.436.996,1415,0,0,1,0,0,0,0,0,0,1401.0,1320.0,1310.0
2015,15,37.9922,-1.1307,1.467.288,368,0,0,1,0,0,0,0,0,0,377.0,288.0,285.0
2015,16,42.6954,-1.6761,640.476,139,0,0,1,0,0,0,0,0,0,160.0,119.0,111.0
2015,17,43.263,-2.9349,2.189.257,411,0,0,1,0,0,0,0,0,0,391.0,397.0,371.0
2015,18,42.2871,-2.5396,317.053,49,0,0,1,0,0,0,0,0,0,40.0,37.0,47.0
2015,9,35.8894,-5.3198,84.263,17,0,0,1,0,0,0,0,0,0,10.0,16.0,15.0
2015,10,35.293,-2.9387,85.584,30,0,0,1,0,0,0,0,0,0,31.0,38.0,26.0
2014,0,37.3873,-5.9869,8.402.305,1653,0,0,1,0,0,0,0,0,0,1624.0,1632.0,1725.0
2014,1,41.6488,-0.8891,1.325.385,227,0,0,1,0,0,0,0,0,0,232.0,215.0,271.0
2014,2,43.3619,-5.8494,1.061.756,125,0,0,1,0,0,0,0,0,0,119.0,149.0,125.0
2014,3,39.5712,2.6466,1.103.442,394,0,0,1,0,0,0,0,0,0,406.0,383.0,419.0
2014,5,28.2916,-16.6291,2.104.815,446,0,0,1,0,0,0,0,0,0,469.0,525.0,529.0
2014,4,43.1828,-3.9878,588.656,74,0,0,1,0,0,0,0,0,0,55.0,48.0,81.0
2014,7,41.6523,-4.7245,2.494.790,281,0,0,1,0,0,0,0,0,0,238.0,309.0,278.0
2014,6,39.8628,-4.0273,2.078.611,285,0,0,1,0,0,0,0,0,0,309.0,258.0,327.0
2014,8,41.3851,2.1734,7.518.903,1877,0,0,1,0,0,0,0,0,0,1647.0,1633.0,1862.0
2014,11,39.4699,-0.3763,5.004.844,1143,0,0,1,0,0,0,0,0,0,1102.0,1175.0,1244.0
2014,12,39.4765,-6.3722,1.099.632,143,0,0,1,0,0,0,0,0,0,147.0,134.0,178.0
2014,13,42.5751,-8.1339,2.748.695,377,0,0,1,0,0,0,0,0,0,340.0,358.0,398.0
2014,14,40.4168,-3.7038,6.454.440,1401,0,0,1,0,0,0,0,0,0,1320.0,1310.0,1443.0
2014,15,37.9922,-1.1307,1.466.818,377,0,0,1,0,0,0,0,0,0,288.0,285.0,316.0
2014,16,42.6954,-1.6761,640.790,160,0,0,1,0,0,0,0,0,0,119.0,111.0,113.0
2014,17,43.263,-2.9349,2.188.985,391,0,0,1,0,0,0,0,0,0,397.0,371.0,435.0
2014,18,42.2871,-2.5396,319.002,40,0,0,1,0,0,0,0,0,0,37.0,47.0,62.0
2014,9,35.8894,-5.3198,84.963,10,0,0,1,0,0,0,0,0,0,16.0,15.0,13.0
2014,10,35.293,-2.9387,84.509,31,0,0,1,0,0,0,0,0,0,38.0,26.0,34.0
2013,0,37.3873,-5.9869,8.440.300,1624,0,0,1,0,0,0,0,0,0,1632.0,1725.0,1768.0
2013,1,41.6488,-0.8891,1.347.150,232,0,0,1,0,0,0,0,0,0,215.0,271.0,310.0
2013,2,43.3619,-5.8494,1.068.165,119,0,0,1,0,0,0,0,0,0,149.0,125.0,153.0
2013,3,39.5712,2.6466,1.111.674,406,0,0,1,0,0,0,0,0,0,383.0,419.0,426.0
2013,5,28.2916,-16.6291,2.118.679,469,0,0,1,0,0,0,0,0,0,525.0,529.0,598.0
2013,4,43.1828,-3.9878,591.888,55,0,0,1,0,0,0,0,0,0,48.0,81.0,106.0
2013,7,41.6523,-4.7245,2.519.875,238,0,0,1,0,0,0,0,0,0,309.0,278.0,295.0
2013,6,39.8628,-4.0273,2.100.998,309,0,0,1,0,0,0,0,0,0,258.0,327.0,307.0
2013,8,41.3851,2.1734,7.553.650,1647,0,0,1,0,0,0,0,0,0,1633.0,1862.0,1825.0
2013,11,39.4699,-0.3763,5.113.815,1102,0,0,1,0,0,0,0,0,0,1175.0,1244.0,1303.0
2013,12,39.4765,-6.3722,1.104.004,147,0,0,1,0,0,0,0,0,0,134.0,178.0,159.0
2013,13,42.5751,-8.1339,2.765.940,340,0,0,1,0,0,0,0,0,0,358.0,398.0,389.0
2013,14,40.4168,-3.7038,6.495.551,1320,0,0,1,0,0,0,0,0,0,1310.0,1443.0,1339.0
2013,15,37.9922,-1.1307,1.472.049,288,0,0,1,0,0,0,0,0,0,285.0,316.0,288.0
2013,16,42.6954,-1.6761,644.477,119,0,0,1,0,0,0,0,0,0,111.0,113.0,130.0
2013,17,43.263,-2.9349,2.191.682,397,0,0,1,0,0,0,0,0,0,371.0,435.0,417.0
2013,18,42.2871,-2.5396,322.027,37,0,0,1,0,0,0,0,0,0,47.0,62.0,49.0
2013,9,35.8894,-5.3198,84.180,16,0,0,1,0,0,0,0,0,0,15.0,13.0,18.0
2013,10,35.293,-2.9387,83.679,38,0,0,1,0,0,0,0,0,0,26.0,34.0,38.0
2019,0,37.3873,-5.9869,8.414.240,1503,0,0,0,1,0,0,0,0,0,1529.0,1561.0,1527.0
2019,1,41.6488,-0.8891,1.319.291,161,0,0,0,1,0,0,0,0,0,177.0,161.0,155.0
2019,2,43.3619,-5.8494,1.022.800,99,0,0,0,1,0,0,0,0,0,104.0,117.0,106.0
2019,3,39.5712,2.6466,1.149.460,188,0,0,0,1,0,0,0,0,0,168.0,180.0,212.0
2019,5,28.2916,-16.6291,2.153.389,639,0,0,0,1,0,0,0,0,0,754.0,833.0,837.0
2019,4,43.1828,-3.9878,581.078,41,0,0,0,1,0,0,0,0,0,43.0,46.0,37.0
2019,7,41.6523,-4.7245,2.399.548,196,0,0,0,1,0,0,0,0,0,180.0,226.0,203.0
2019,6,39.8628,-4.0273,2.032.863,326,0,0,0,1,0,0,0,0,0,298.0,335.0,336.0
2019,8,41.3851,2.1734,7.675.217,1134,0,0,0,1,0,0,0,0,0,1216.0,1320.0,1417.0
2019,11,39.4699,-0.3763,5.003.769,858,0,0,0,1,0,0,0,0,0,890.0,889.0,880.0
2019,12,39.4765,-6.3722,1.067.710,224,0,0,0,1,0,0,0,0,0,209.0,216.0,207.0
2019,13,42.5751,-8.1339,2.699.499,171,0,0,0,1,0,0,0,0,0,190.0,224.0,242.0
2019,14,40.4168,-3.7038,6.663.394,822,0,0,0,1,0,0,0,0,0,862.0,804.0,893.0
2019,15,37.9922,-1.1307,1.493.898,552,0,0,0,1,0,0,0,0,0,588.0,570.0,535.0
2019,16,42.6954,-1.6761,654.214,74,0,0,0,1,0,0,0,0,0,73.0,94.0,89.0
2019,17,43.263,-2.9349,2.207.776,139,0,0,0,1,0,0,0,0,0,205.0,188.0,181.0
2019,18,42.2871,-2.5396,316.798,31,0,0,0,1,0,0,0,0,0,20.0,23.0,20.0
2019,9,35.8894,-5.3198,84.777,31,0,0,0,1,0,0,0,0,0,28.0,28.0,43.0
2019,10,35.293,-2.9387,86.487,25,0,0,0,1,0,0,0,0,0,22.0,31.0,25.0
2018,0,37.3873,-5.9869,8.384.408,1529,0,0,0,1,0,0,0,0,0,1561.0,1527.0,1641.0
2018,1,41.6488,-0.8891,1.308.728,177,0,0,0,1,0,0,0,0,0,161.0,155.0,159.0
2018,2,43.3619,-5.8494,1.028.244,104,0,0,0,1,0,0,0,0,0,117.0,106.0,149.0
2018,3,39.5712,2.6466,1.128.908,168,0,0,0,1,0,0,0,0,0,180.0,212.0,234.0
2018,5,28.2916,-16.6291,2.127.685,754,0,0,0,1,0,0,0,0,0,833.0,837.0,1010.0
2018,4,43.1828,-3.9878,580.229,43,0,0,0,1,0,0,0,0,0,46.0,37.0,51.0
2018,7,41.6523,-4.7245,2.409.164,180,0,0,0,1,0,0,0,0,0,226.0,203.0,251.0
2018,6,39.8628,-4.0273,2.026.807,298,0,0,0,1,0,0,0,0,0,335.0,336.0,355.0
2018,8,41.3851,2.1734,7.600.065,1216,0,0,0,1,0,0,0,0,0,1320.0,1417.0,2012.0
2018,11,39.4699,-0.3763,4.963.703,890,0,0,0,1,0,0,0,0,0,889.0,880.0,988.0
2018,12,39.4765,-6.3722,1.072.863,209,0,0,0,1,0,0,0,0,0,216.0,207.0,231.0
2018,13,42.5751,-8.1339,2.701.743,190,0,0,0,1,0,0,0,0,0,224.0,242.0,286.0
2018,14,40.4168,-3.7038,6.578.079,862,0,0,0,1,0,0,0,0,0,804.0,893.0,1228.0
2018,15,37.9922,-1.1307,1.478.509,588,0,0,0,1,0,0,0,0,0,570.0,535.0,581.0
2018,16,42.6954,-1.6761,647.554,73,0,0,0,1,0,0,0,0,0,94.0,89.0,122.0
2018,17,43.263,-2.9349,2.199.088,205,0,0,0,1,0,0,0,0,0,188.0,181.0,302.0
2018,18,42.2871,-2.5396,315.675,20,0,0,0,1,0,0,0,0,0,23.0,20.0,34.0
2018,9,35.8894,-5.3198,85.144,28,0,0,0,1,0,0,0,0,0,28.0,43.0,42.0
2018,10,35.293,-2.9387,86.384,22,0,0,0,1,0,0,0,0,0,31.0,25.0,35.0
2017,0,37.3873,-5.9869,8.379.820,1561,0,0,0,1,0,0,0,0,0,1527.0,1641.0,1633.0
2017,1,41.6488,-0.8891,1.308.750,161,0,0,0,1,0,0,0,0,0,155.0,159.0,210.0
2017,2,43.3619,-5.8494,1.034.960,117,0,0,0,1,0,0,0,0,0,106.0,149.0,137.0
2017,3,39.5712,2.6466,1.115.999,180,0,0,0,1,0,0,0,0,0,212.0,234.0,255.0
2017,5,28.2916,-16.6291,2.108.121,833,0,0,0,1,0,0,0,0,0,837.0,1010.0,1153.0
2017,4,43.1828,-3.9878,580.295,46,0,0,0,1,0,0,0,0,0,37.0,51.0,64.0
2017,7,41.6523,-4.7245,2.425.801,226,0,0,0,1,0,0,0,0,0,203.0,251.0,270.0
2017,6,39.8628,-4.0273,2.031.479,335,0,0,0,1,0,0,0,0,0,336.0,355.0,382.0
2017,8,41.3851,2.1734,7.555.830,1320,0,0,0,1,0,0,0,0,0,1417.0,2012.0,2294.0
2017,11,39.4699,-0.3763,4.941.509,889,0,0,0,1,0,0,0,0,0,880.0,988.0,1056.0
2017,12,39.4765,-6.3722,1.079.920,216,0,0,0,1,0,0,0,0,0,207.0,231.0,252.0
2017,13,42.5751,-8.1339,2.708.339,224,0,0,0,1,0,0,0,0,0,242.0,286.0,298.0
2017,14,40.4168,-3.7038,6.507.184,804,0,0,0,1,0,0,0,0,0,893.0,1228.0,1241.0
2017,15,37.9922,-1.1307,1.470.273,570,0,0,0,1,0,0,0,0,0,535.0,581.0,573.0
2017,16,42.6954,-1.6761,643.234,94,0,0,0,1,0,0,0,0,0,89.0,122.0,97.0
2017,17,43.263,-2.9349,2.194.158,188,0,0,0,1,0,0,0,0,0,181.0,302.0,375.0
2017,18,42.2871,-2.5396,315.381,23,0,0,0,1,0,0,0,0,0,20.0,34.0,36.0
2017,9,35.8894,-5.3198,84.959,28,0,0,0,1,0,0,0,0,0,43.0,42.0,57.0
2017,10,35.293,-2.9387,86.120,31,0,0,0,1,0,0,0,0,0,25.0,35.0,34.0
2016,0,37.3873,-5.9869,8.388.107,1527,0,0,0,1,0,0,0,0,0,1641.0,1633.0,1559.0
2016,1,41.6488,-0.8891,1.308.563,155,0,0,0,1,0,0,0,0,0,159.0,210.0,168.0
2016,2,43.3619,-5.8494,1.042.608,106,0,0,0,1,0,0,0,0,0,149.0,137.0,144.0
2016,3,39.5712,2.6466,1.107.220,212,0,0,0,1,0,0,0,0,0,234.0,255.0,274.0
2016,5,28.2916,-16.6291,2.101.924,837,0,0,0,1,0,0,0,0,0,1010.0,1153.0,1117.0
2016,4,43.1828,-3.9878,582.206,37,0,0,0,1,0,0,0,0,0,51.0,64.0,54.0
2016,7,41.6523,-4.7245,2.447.519,203,0,0,0,1,0,0,0,0,0,251.0,270.0,282.0
2016,6,39.8628,-4.0273,2.041.631,336,0,0,0,1,0,0,0,0,0,355.0,382.0,392.0
2016,8,41.3851,2.1734,7.522.596,1417,0,0,0,1,0,0,0,0,0,2012.0,2294.0,2358.0
2016,11,39.4699,-0.3763,4.959.968,880,0,0,0,1,0,0,0,0,0,988.0,1056.0,967.0
2016,12,39.4765,-6.3722,1.087.778,207,0,0,0,1,0,0,0,0,0,231.0,252.0,251.0
2016,13,42.5751,-8.1339,2.718.525,242,0,0,0,1,0,0,0,0,0,286.0,298.0,236.0
2016,14,40.4168,-3.7038,6.466.996,893,0,0,0,1,0,0,0,0,0,1228.0,1241.0,1232.0
2016,15,37.9922,-1.1307,1.464.847,535,0,0,0,1,0,0,0,0,0,581.0,573.0,493.0
2016,16,42.6954,-1.6761,640.647,89,0,0,0,1,0,0,0,0,0,122.0,97.0,119.0
2016,17,43.263,-2.9349,2.189.534,181,0,0,0,1,0,0,0,0,0,302.0,375.0,498.0
2016,18,42.2871,-2.5396,315.794,20,0,0,0,1,0,0,0,0,0,34.0,36.0,32.0
2016,9,35.8894,-5.3198,84.519,43,0,0,0,1,0,0,0,0,0,42.0,57.0,55.0
2016,10,35.293,-2.9387,86.026,25,0,0,0,1,0,0,0,0,0,35.0,34.0,22.0
2015,0,37.3873,-5.9869,8.399.043,1641,0,0,0,1,0,0,0,0,0,1633.0,1559.0,1691.0
2015,1,41.6488,-0.8891,1.317.847,159,0,0,0,1,0,0,0,0,0,210.0,168.0,148.0
2015,2,43.3619,-5.8494,1.051.229,149,0,0,0,1,0,0,0,0,0,137.0,144.0,160.0
2015,3,39.5712,2.6466,1.104.479,234,0,0,0,1,0,0,0,0,0,255.0,274.0,258.0
2015,5,28.2916,-16.6291,2.100.306,1010,0,0,0,1,0,0,0,0,0,1153.0,1117.0,1016.0
2015,4,43.1828,-3.9878,585.179,51,0,0,0,1,0,0,0,0,0,64.0,54.0,40.0
2015,7,41.6523,-4.7245,2.472.052,251,0,0,0,1,0,0,0,0,0,270.0,282.0,290.0
2015,6,39.8628,-4.0273,2.059.191,355,0,0,0,1,0,0,0,0,0,382.0,392.0,340.0
2015,8,41.3851,2.1734,7.508.106,2012,0,0,0,1,0,0,0,0,0,2294.0,2358.0,2416.0
2015,11,39.4699,-0.3763,4.980.689,988,0,0,0,1,0,0,0,0,0,1056.0,967.0,1018.0
2015,12,39.4765,-6.3722,1.092.997,231,0,0,0,1,0,0,0,0,0,252.0,251.0,248.0
2015,13,42.5751,-8.1339,2.732.347,286,0,0,0,1,0,0,0,0,0,298.0,236.0,236.0
2015,14,40.4168,-3.7038,6.436.996,1228,0,0,0,1,0,0,0,0,0,1241.0,1232.0,1302.0
2015,15,37.9922,-1.1307,1.467.288,581,0,0,0,1,0,0,0,0,0,573.0,493.0,571.0
2015,16,42.6954,-1.6761,640.476,122,0,0,0,1,0,0,0,0,0,97.0,119.0,87.0
2015,17,43.263,-2.9349,2.189.257,302,0,0,0,1,0,0,0,0,0,375.0,498.0,435.0
